;Date;Session;Pseudo;TotalScore;Flight;Bonus;Mine;Fortress;Treatment;NET;GameLevel;Age;Genre;Group;ZScore
1;04/06/2018 13:51;D01P1;AC2302;2710;-790;600;900;2000;2;17;9;24;Homme;SHAM;-0.931205069416125
2;05/06/2018 12:31;D02P1;AC2302;5060;-610;2600;1070;2000;2;17;9;24;Homme;SHAM;-0.418918296938598
3;05/06/2018 12:31;D02P2;AC2302;8305;-335;1750;3390;3500;2;17;9;24;Homme;SHAM;0.288473437822923
4;06/06/2018 12:38;D03P1;AC2302;9800;-100;1450;2950;5500;2;17;9;24;Homme;SHAM;0.614375022867137
5;06/06/2018 12:38;D03P2;AC2302;12255;-185;2350;3340;6750;2;17;9;24;Homme;SHAM;1.1495512043277
6;07/06/2018 12:40;D04P1;AC2302;12940;-100;1950;3340;7750;2;17;9;24;Homme;SHAM;1.29887734864562
7;07/06/2018 12:40;D04P2;AC2302;15720;-50;2100;3670;10000;2;17;9;24;Homme;SHAM;1.90490170076797
8;08/06/2018 12:39;D05P1;AC2302;15370;-350;1200;3270;11250;2;17;9;24;Homme;SHAM;1.82860367082451
9;08/06/2018 12:39;D05P2;AC2302;18790;-350;1400;3240;14500;2;17;9;24;Homme;SHAM;2.57414442055776
10;19/06/2018 12:42;D14P1;AC2302;18855;-985;1400;3690;14750;2;17;9;24;Homme;SHAM;2.58831405469012
11;19/06/2018 12:42;D14P2;AC2302;21610;-950;1750;3560;17250;2;17;9;24;Homme;SHAM;3.18888854753079
23;18/11/2019 19:46;D01P1;AL2409;3715;-825;700;2590;1250;2;16;6;20;Homme;SHAM;-0.712120726292757
24;19/11/2019 18:00;D02P1;AL2409;6990;-190;2000;2930;2250;2;16;6;20;Homme;SHAM;0.00181083960677497
25;19/11/2019 18:12;D02P2;AL2409;6760;-670;1800;3130;2500;2;16;6;20;Homme;SHAM;-0.0483278657846425
26;20/11/2019 17:03;D03P1;AL2409;8230;-150;2150;3730;2500;2;16;6;20;Homme;SHAM;0.272123859977896
27;20/11/2019 17:15;D03P2;AL2409;8550;-350;2800;3350;2750;2;16;6;20;Homme;SHAM;0.341882058783346
28;21/11/2019 15:08;D04P1;AL2409;10090;-100;3200;3740;3250;2;16;6;20;Homme;SHAM;0.677593390534576
29;21/11/2019 15:19;D04P2;AL2409;9970;-150;2700;3920;3500;2;16;6;20;Homme;SHAM;0.651434065982533
30;22/11/2019 18:32;D05P1;AL2409;8960;-400;2150;3710;3500;2;16;6;20;Homme;SHAM;0.431259751002829
31;22/11/2019 18:45;D05P2;AL2409;10090;-300;2750;4140;3500;2;16;6;20;Homme;SHAM;0.677593390534576
32;02/12/2019 19:41;D14P1;AL2409;10200;-350;2900;4150;3500;2;16;6;20;Homme;SHAM;0.70157277137395
33;02/12/2019 19:52;D14P2;AL2409;10570;-400;2650;3820;4500;2;16;6;20;Homme;SHAM;0.782230688742752
34;02/12/2019 07:37;D01P1;AR1208;2425;-2955;1200;2430;1750;1;14;3.5;19;Femme;STIMSD;-0.993333465227229
35;03/12/2019 07:12;D02P1;AR1208;3100;-1810;1250;1910;1750;1;14;3.5;19;Femme;STIMSD;-0.846187264621982
36;03/12/2019 07:30;D02P2;AR1208;2430;-2850;1250;2030;2000;1;14;3.5;19;Femme;STIMSD;-0.992243493370894
37;04/12/2019 07:21;D03P1;AR1208;5385;-1585;1750;2970;2250;1;14;3.5;19;Femme;STIMSD;-0.348070126276813
38;04/12/2019 07:34;D03P2;AR1208;5380;-1210;1650;2440;2500;1;14;3.5;19;Femme;STIMSD;-0.349160098133148
39;05/12/2019 07:22;D04P1;AR1208;6090;-770;2100;2760;2000;1;14;3.5;19;Femme;STIMSD;-0.194384094533554
40;05/12/2019 07:39;D04P2;AR1208;6975;-1105;2750;3080;2250;1;14;3.5;19;Femme;STIMSD;-0.00145907596223052
41;06/12/2019 07:24;D05P1;AR1208;7725;-805;2950;2830;2750;1;14;3.5;19;Femme;STIMSD;0.162036702488044
42;06/12/2019 07:34;D05P2;AR1208;7115;-1055;2350;2820;3000;1;14;3.5;19;Femme;STIMSD;0.0290601360151541
43;18/12/2019 07:24;D14P1;AR1208;8140;-350;2800;2940;2750;1;14;3.5;19;Femme;STIMSD;0.252504366563863
44;18/12/2019 07:36;D14P2;AR1208;7495;-1355;2350;3000;3500;1;14;3.5;19;Femme;STIMSD;0.111897997096626
45;04/06/2018 17:55;D01P1;AS0808;5425;-645;1600;2970;1500;1;16;6;21;Homme;STIMSD;-0.339350351426131
46;05/06/2018 10:03;D02P1;AS0808;6530;-720;1950;3050;2250;1;16;6;21;Homme;STIMSD;-0.0984665711760601
47;05/06/2018 10:03;D02P2;AS0808;6360;-720;1950;2630;2500;1;16;6;21;Homme;STIMSD;-0.135525614291456
48;06/06/2018 10:05;D03P1;AS0808;7655;-805;2550;2910;3000;1;16;6;21;Homme;STIMSD;0.146777096499352
49;06/06/2018 10:05;D03P2;AS0808;8845;-355;2950;3500;2750;1;16;6;21;Homme;STIMSD;0.406190398307121
50;07/06/2018 10:05;D04P1;AS0808;8525;-135;1700;3710;3250;1;16;6;21;Homme;STIMSD;0.33643219950167
51;07/06/2018 10:05;D04P2;AS0808;10680;-450;2150;3230;5750;1;16;6;21;Homme;STIMSD;0.806210069582126
52;08/06/2018 10:04;D05P1;AS0808;10415;-485;2450;3700;4750;1;16;6;21;Homme;STIMSD;0.748441561196362
53;08/06/2018 10:04;D05P2;AS0808;11830;-570;2550;3600;6250;1;16;6;21;Homme;STIMSD;1.05690359653921
54;19/06/2018 10:08;D14P1;AS0808;9950;-770;2350;3620;4750;1;16;6;21;Homme;STIMSD;0.647074178557192
55;19/06/2018 10:08;D14P2;AS0808;10290;-650;1950;3490;5500;1;16;6;21;Homme;STIMSD;0.721192264787983
56;02/12/2019 17:12;D01P1;BM0103;4690;-680;1600;1770;2000;1;17;4.5;23;Homme;STIMSD;-0.4995762143074
57;03/12/2019 17:55;D02P1;BM0103;5460;-590;2150;1650;2250;1;17;4.5;23;Homme;STIMSD;-0.331720548431785
58;03/12/2019 18:06;D02P2;BM0103;6955;-255;2250;2210;2750;1;17;4.5;23;Homme;STIMSD;-0.00581896338757117
59;04/12/2019 17:24;D03P1;BM0103;9140;-470;3700;2910;3000;1;17;4.5;23;Homme;STIMSD;0.470498737830895
60;04/12/2019 17:37;D03P2;BM0103;9115;-335;2350;3100;4000;1;17;4.5;23;Homme;STIMSD;0.46504887854922
61;05/12/2019 17:23;D04P1;BM0103;10470;-450;2850;3320;4750;1;17;4.5;23;Homme;STIMSD;0.760431251616049
62;05/12/2019 17:34;D04P2;BM0103;11710;-300;3300;3460;5250;1;17;4.5;23;Homme;STIMSD;1.03074427198717
63;06/12/2019 16:44;D05P1;BM0103;10860;-600;2700;3760;5000;1;17;4.5;23;Homme;STIMSD;0.845449056410192
64;06/12/2019 16:56;D05P2;BM0103;10960;-650;1300;3310;7000;1;17;4.5;23;Homme;STIMSD;0.867248493536895
65;17/12/2019 16:09;D14P1;BM0103;13350;-350;2850;3100;7750;1;17;4.5;23;Homme;STIMSD;1.3882550408651
66;17/12/2019 16:23;D14P2;BM0103;15410;-450;2600;4010;9250;1;17;4.5;23;Homme;STIMSD;1.83732344567519
67;01/03/2021 11:40;D01P1;BS1410;-1820;-3400;200;880;500;2;20;3;29;Femme;SHAM;-1.91871957125578
68;02/03/2021 11:12;D02P1;BS1410;2640;-1260;250;2650;1000;2;20;3;29;Femme;SHAM;-0.946464675404817
69;02/03/2021 11:23;D02P2;BS1410;950;-2420;200;2420;750;2;20;3;29;Femme;SHAM;-1.3148751628461
70;03/03/2021 11:16;D03P1;BS1410;2150;-1480;150;2480;1000;2;20;3;29;Femme;SHAM;-1.05328191732566
71;03/03/2021 11:27;D03P2;BS1410;4525;-185;600;2860;1250;2;20;3;29;Femme;SHAM;-0.535545285566461
72;04/03/2021 11:25;D04P1;BS1410;4650;-900;600;3450;1500;2;20;3;29;Femme;SHAM;-0.508295989158082
73;04/03/2021 11:36;D04P2;BS1410;4335;-935;800;3220;1250;2;20;3;29;Femme;SHAM;-0.576964216107197
74;05/03/2021 11:14;D05P1;BS1410;4470;-750;850;2620;1750;2;20;3;29;Femme;SHAM;-0.547534975986148
75;05/03/2021 11:25;D05P2;BS1410;7070;-150;1750;2970;2500;2;20;3;29;Femme;SHAM;0.0192503893081376
76;16/03/2021 11:01;D14P1;BS1410;5680;-600;1050;3230;2000;2;20;3;29;Femme;SHAM;-0.283761786753038
77;16/03/2021 11:12;D14P2;BS1410;5735;-685;1150;3020;2250;2;20;3;29;Femme;SHAM;-0.271772096333351
78;07/10/2019 08:06;D01P1;CA2209;-1525;-4065;450;1090;1000;2;16;2;22;Femme;SHAM;-1.85441123173201
79;08/10/2019 07:58;D02P1;CA2209;1005;-2635;450;1940;1250;2;16;2;22;Femme;SHAM;-1.30288547242642
80;08/10/2019 08:10;D02P2;CA2209;3385;-1005;850;2540;1000;2;16;2;22;Femme;SHAM;-0.784058868810878
81;09/10/2019 07:59;D03P1;CA2209;4005;-755;700;2560;1500;2;16;2;22;Femme;SHAM;-0.648902358625318
82;09/10/2019 08:11;D03P2;CA2209;2560;-1230;300;1740;1750;2;16;2;22;Femme;SHAM;-0.96390422510618
83;10/10/2019 07:58;D04P1;CA2209;4515;-805;600;2470;2250;2;16;2;22;Femme;SHAM;-0.537725229279131
84;10/10/2019 08:11;D04P2;CA2209;4100;-1210;900;2160;2250;2;16;2;22;Femme;SHAM;-0.62819289335495
85;11/10/2019 07:52;D05P1;CA2209;5780;-470;500;2750;3000;2;16;2;22;Femme;SHAM;-0.261962349626335
86;11/10/2019 08:06;D05P2;CA2209;6555;-1095;750;2650;4250;2;16;2;22;Femme;SHAM;-0.0930167118943843
87;21/10/2019 08:04;D14P1;CA2209;7035;-1145;2000;2930;3250;2;16;2;22;Femme;SHAM;0.0116205863137914
88;21/10/2019 08:15;D14P2;CA2209;4260;-2190;1100;2350;3000;2;16;2;22;Femme;SHAM;-0.593313793952224
89;13/01/2020 07:35;D01P1;CB1706;6440;-740;1250;2680;3250;1;15;4;19;Homme;STIMSD;-0.118086064590093
90;14/01/2020 07:18;D02P1;CB1706;7945;-635;2100;2730;3750;1;15;4;19;Homme;STIMSD;0.209995464166791
91;14/01/2020 07:31;D02P2;CB1706;9605;-385;2300;3440;4250;1;15;4;19;Homme;STIMSD;0.571866120470066
92;15/01/2020 07:14;D03P1;CB1706;9070;-50;1550;3320;4250;1;15;4;19;Homme;STIMSD;0.455239131842203
93;15/01/2020 07:28;D03P2;CB1706;9260;-450;2300;3160;4250;1;15;4;19;Homme;STIMSD;0.496658062382939
94;16/01/2020 07:18;D04P1;CB1706;10020;-300;1450;3620;5250;1;15;4;19;Homme;STIMSD;0.662333784545884
95;16/01/2020 07:33;D04P2;CB1706;10295;-485;1050;3730;6000;1;15;4;19;Homme;STIMSD;0.722282236644318
96;17/01/2020 12:04;D05P1;CB1706;11195;-485;1950;3730;6000;1;15;4;19;Homme;STIMSD;0.918477170784648
97;17/01/2020 12:15;D05P2;CB1706;10225;-835;1550;2760;6750;1;15;4;19;Homme;STIMSD;0.707022630655626
98;28/01/2020 07:18;D14P1;CB1706;12170;-350;1600;3920;7000;1;15;4;19;Homme;STIMSD;1.13102168277
99;28/01/2020 07:31;D14P2;CB1706;13280;-100;1650;3730;8000;1;15;4;19;Homme;STIMSD;1.37299543487641
100;18/11/2019 19:03;D01P1;CB2708;760;-2250;1100;660;1250;1;14;5.5;19;Homme;STIMSD;-1.35629409338684
101;19/11/2019 19:08;D02P1;CB2708;1570;-3270;1450;1140;2250;1;14;5.5;19;Homme;STIMSD;-1.17971865266054
102;19/11/2019 19:21;D02P2;CB2708;3315;-2245;1550;1260;2750;1;14;5.5;19;Homme;STIMSD;-0.79931847479957
103;20/11/2019 13:33;D03P1;CB2708;4855;-1705;2100;1960;2500;1;14;5.5;19;Homme;STIMSD;-0.46360714304834
104;20/11/2019 13:49;D03P2;CB2708;3780;-2780;1750;1560;3250;1;14;5.5;19;Homme;STIMSD;-0.6979510921604
